nctid,restart_date,restart_status
NCT02727998,NA,NA
NCT03278626,NA,NA
NCT04713202,NA,NA
NCT04771351,NA,NA
NCT04780893,NA,NA
NCT04847141,NA,NA
NCT03269669,2023-03-11,RECRUITING
NCT03366220,NA,NA
NCT03614728,NA,NA
NCT03821337,NA,NA
NCT03993717,NA,NA
NCT04134442,NA,NA
NCT04539275,NA,NA
NCT04863248,NA,NA
NCT02989597,NA,NA
NCT05167253,NA,NA
NCT01337349,NA,NA
NCT02362451,NA,NA
NCT03641326,NA,NA
NCT04059302,NA,NA
NCT04331717,NA,NA
NCT04983446,NA,NA
NCT05254808,NA,NA
NCT03924102,NA,NA
NCT05254613,NA,NA
NCT03481556,NA,NA
NCT03944161,NA,NA
NCT04370236,NA,NA
NCT04641273,NA,NA
NCT04649060,NA,NA
NCT04748289,NA,NA
NCT05019105,NA,NA
NCT05246735,2023-02-13,COMPLETED
NCT01158417,NA,NA
NCT03180398,NA,NA
NCT03488472,NA,NA
NCT03965091,NA,NA
NCT03973697,NA,NA
NCT04081727,NA,NA
NCT04101955,NA,NA
NCT04250545,2022-12-20,RECRUITING
NCT04364763,NA,NA
NCT04399889,NA,NA
NCT05247307,NA,NA
NCT03245827,NA,NA
NCT04233073,NA,NA
NCT04351230,NA,NA
NCT02416050,2023-03-10,COMPLETED
NCT02742883,NA,NA
NCT03600909,NA,NA
NCT03671304,NA,NA
NCT03841565,NA,NA
NCT04213456,NA,NA
NCT04526925,NA,NA
NCT03834220,NA,NA
NCT04304729,NA,NA
NCT04508647,2023-04-12,COMPLETED
NCT04652414,NA,NA
NCT02220478,NA,NA
NCT02395848,NA,NA
NCT03522584,NA,NA
NCT04635683,NA,NA
NCT01838174,NA,NA
NCT03262116,NA,NA
NCT03963414,NA,NA
NCT04003701,NA,NA
NCT04145700,NA,NA
NCT03024437,NA,NA
NCT03439033,NA,NA
NCT01533714,NA,NA
NCT03461952,NA,NA
NCT03818165,NA,NA
NCT04003623,NA,NA
NCT03358706,NA,NA
NCT03364686,NA,NA
NCT03783923,NA,NA
NCT04697693,NA,NA
NCT03219164,NA,NA
NCT03462004,NA,NA
NCT03527264,NA,NA
NCT04551183,NA,NA
NCT05158166,2023-11-09,RECRUITING
NCT02575339,NA,NA
NCT02620761,NA,NA
NCT02856698,NA,NA
NCT03796195,NA,NA
NCT04545385,NA,NA
NCT04656691,NA,NA
NCT03201939,2023-04-12,NOT_YET_RECRUITING
NCT03705962,NA,NA
NCT03724357,NA,NA
NCT04694560,NA,NA
NCT04971187,NA,NA
NCT02392442,2023-04-01,RECRUITING
NCT04206735,NA,NA
NCT02901067,NA,NA
NCT03931551,NA,NA
NCT03087058,NA,NA
NCT03367819,NA,NA
NCT03606980,2023-08-29,COMPLETED
NCT03724409,NA,NA
NCT03969693,2023-04-14,NOT_YET_RECRUITING
NCT04060849,2023-10-31,ACTIVE_NOT_RECRUITING
NCT04265534,NA,NA
NCT04552704,NA,NA
NCT04731298,NA,NA
NCT03077698,NA,NA
NCT04123093,NA,NA
NCT05037669,NA,NA
NCT03904108,NA,NA
NCT04835168,NA,NA
NCT05057273,NA,NA
NCT03742076,2023-07-07,COMPLETED
NCT04104646,NA,NA
NCT04200274,NA,NA
NCT02440646,NA,NA
NCT02309645,NA,NA
NCT02473276,NA,NA
NCT02523248,NA,NA
NCT03819660,NA,NA
NCT04006392,NA,NA
NCT04140110,NA,NA
NCT04147195,NA,NA
NCT04555161,2023-09-21,RECRUITING
NCT04079738,NA,NA
NCT04398199,NA,NA
NCT05197725,NA,NA
NCT02592707,NA,NA
NCT03473340,NA,NA
NCT04163900,NA,NA
NCT04766476,NA,NA
NCT04799990,NA,NA
NCT05295394,NA,NA
NCT04398134,NA,NA
NCT04627142,NA,NA
NCT04835714,2022-12-20,COMPLETED
NCT04989686,2023-01-05,NOT_YET_RECRUITING
NCT03138499,NA,NA
NCT04088500,NA,NA
NCT04142788,NA,NA
NCT04208997,NA,NA
NCT04408677,NA,NA
NCT04664075,2023-04-24,COMPLETED
NCT04938635,NA,NA
NCT02637947,NA,NA
NCT02836262,2022-12-09,RECRUITING
NCT03214666,NA,NA
NCT03380559,2023-09-19,COMPLETED
NCT03660683,NA,NA
NCT03903640,NA,NA
NCT03906643,NA,NA
NCT04412837,NA,NA
NCT03873571,NA,NA
NCT04311515,NA,NA
NCT04505358,NA,NA
NCT04643886,NA,NA
NCT04932265,NA,NA
NCT03367689,NA,NA
NCT04155008,NA,NA
NCT04480736,NA,NA
NCT04059068,2023-12-05,COMPLETED
NCT04273737,NA,NA
NCT04391309,NA,NA
NCT04230031,NA,NA
NCT04555603,NA,NA
NCT04502433,NA,NA
NCT02706405,NA,NA
NCT03719755,2023-04-19,RECRUITING
NCT04705623,2023-05-11,RECRUITING
NCT03142984,NA,NA
NCT03646188,NA,NA
NCT03760666,NA,NA
NCT04237584,NA,NA
NCT04150562,NA,NA
NCT04455035,NA,NA
NCT00788125,2023-02-01,ACTIVE_NOT_RECRUITING
NCT02987959,NA,NA
NCT05147415,NA,NA
NCT05198362,NA,NA
NCT04053062,NA,NA
NCT05062577,NA,NA
NCT02357849,NA,NA
NCT03128619,NA,NA
NCT03625687,NA,NA
NCT03791398,NA,NA
NCT03993457,NA,NA
NCT04176458,NA,NA
NCT04248712,NA,NA
NCT04264013,NA,NA
NCT04294030,NA,NA
NCT04513158,NA,NA
NCT04688749,NA,NA
NCT04899232,NA,NA
NCT05048498,2023-10-16,COMPLETED
NCT02397746,NA,NA
NCT02961322,NA,NA
NCT03544099,NA,NA
NCT04544267,NA,NA
NCT04592406,2023-01-13,COMPLETED
NCT04597892,NA,NA
NCT04598516,NA,NA
NCT04603261,NA,NA
NCT02971033,NA,NA
NCT04088734,NA,NA
NCT04381494,NA,NA
NCT04619706,NA,NA
NCT04820491,NA,NA
NCT04894656,NA,NA
NCT02179827,NA,NA
NCT04430283,NA,NA
NCT04791319,NA,NA
NCT04990440,NA,NA
NCT05121402,NA,NA
NCT05205759,NA,NA
NCT03107780,2023-08-03,RECRUITING
NCT04368364,NA,NA
NCT04808934,NA,NA
NCT03574038,2023-03-15,COMPLETED
NCT04061577,NA,NA
NCT04333407,NA,NA
NCT04413253,NA,NA
NCT04583280,NA,NA
NCT04629534,NA,NA
NCT03225287,NA,NA
NCT03679078,NA,NA
NCT04365257,NA,NA
NCT04500158,2023-03-16,RECRUITING
NCT04547140,NA,NA
NCT02792413,NA,NA
NCT03021135,2023-06-30,COMPLETED
NCT03454893,NA,NA
NCT03893617,NA,NA
NCT04421456,NA,NA
NCT04762875,NA,NA
NCT05334966,2023-08-09,ACTIVE_NOT_RECRUITING
NCT03879655,NA,NA
NCT04225676,NA,NA
NCT04649775,NA,NA
NCT04958642,NA,NA
NCT05267925,NA,NA
NCT01845441,NA,NA
NCT02060487,NA,NA
NCT03709758,2023-03-06,RECRUITING
NCT03803761,NA,NA
NCT03988205,NA,NA
NCT03193437,NA,NA
NCT03479502,NA,NA
NCT03911869,NA,NA
NCT04371393,NA,NA
NCT02519985,NA,NA
NCT02863380,NA,NA
NCT03472495,2023-02-03,COMPLETED
NCT03859869,NA,NA
NCT04095247,NA,NA
NCT04750278,NA,NA
NCT04813991,NA,NA
NCT05158153,NA,NA
NCT05343949,NA,NA
NCT02173613,NA,NA
NCT02955511,NA,NA
NCT04250311,2023-01-20,RECRUITING
NCT04918771,2023-01-20,RECRUITING
NCT01585103,NA,NA
NCT03829631,NA,NA
NCT03829644,NA,NA
NCT04214093,NA,NA
NCT04345913,2023-02-04,RECRUITING
NCT04560686,NA,NA
NCT04650282,NA,NA
NCT05041972,NA,NA
NCT00488072,2023-07-19,ACTIVE_NOT_RECRUITING
NCT03160079,2023-08-18,ACTIVE_NOT_RECRUITING
NCT03802058,NA,NA
NCT04384809,NA,NA
NCT04485130,2023-04-10,ACTIVE_NOT_RECRUITING
NCT04902950,NA,NA
NCT04978337,NA,NA
NCT03395340,NA,NA
NCT04565457,2023-04-11,RECRUITING
NCT02420717,NA,NA
NCT02706626,NA,NA
NCT03795194,NA,NA
NCT04396860,2023-03-30,ACTIVE_NOT_RECRUITING
NCT04889222,NA,NA
NCT02980575,2023-05-05,ACTIVE_NOT_RECRUITING
NCT02995681,NA,NA
NCT03863587,NA,NA
NCT03944902,NA,NA
NCT04164563,NA,NA
NCT03531827,NA,NA
NCT02967133,NA,NA
NCT03985423,NA,NA
NCT04925089,2022-12-07,NOT_YET_RECRUITING
NCT03585595,NA,NA
NCT04205734,NA,NA
NCT04334590,NA,NA
NCT04756856,NA,NA
NCT04860518,NA,NA
NCT03087448,NA,NA
NCT04510844,NA,NA
NCT03593564,NA,NA
NCT03074305,NA,NA
NCT03119012,NA,NA
NCT04003480,NA,NA
NCT03794206,NA,NA
NCT04019613,NA,NA
NCT04252612,NA,NA
NCT04411082,NA,NA
NCT04474314,NA,NA
NCT04613752,NA,NA
NCT05036408,2023-05-15,RECRUITING
NCT05166603,NA,NA
NCT03094832,NA,NA
NCT04866069,NA,NA
NCT02974257,NA,NA
NCT03574974,NA,NA
NCT03616912,NA,NA
NCT03843125,NA,NA
NCT04027348,NA,NA
NCT04329949,NA,NA
NCT04515394,NA,NA
NCT04767698,NA,NA
NCT05191862,NA,NA
NCT02074436,NA,NA
NCT05007977,NA,NA
NCT04502706,NA,NA
NCT04593628,NA,NA
NCT03245840,NA,NA
NCT03281304,NA,NA
NCT04199910,NA,NA
NCT04829331,NA,NA
NCT01306019,NA,NA
NCT01968590,NA,NA
NCT02871297,NA,NA
NCT02885324,NA,NA
NCT03288493,NA,NA
NCT03459443,NA,NA
NCT03518112,NA,NA
NCT03534700,NA,NA
NCT04040400,NA,NA
NCT04396106,NA,NA
NCT04906382,NA,NA
NCT04984330,NA,NA
NCT04985825,NA,NA
NCT05014919,NA,NA
NCT01282021,2023-03-15,RECRUITING
NCT02097121,NA,NA
NCT04210037,NA,NA
NCT04502888,NA,NA
NCT02778997,NA,NA
NCT04078854,NA,NA
NCT04390867,NA,NA
NCT05012787,NA,NA
NCT05082571,NA,NA
NCT05082584,NA,NA
NCT05311878,2023-11-13,COMPLETED
NCT03740724,NA,NA
NCT03939416,NA,NA
NCT04167111,NA,NA
NCT04175392,NA,NA
NCT04729946,NA,NA
NCT05135650,NA,NA
NCT02466074,NA,NA
NCT04455815,NA,NA
NCT04639245,NA,NA
NCT04667715,NA,NA
NCT04847674,NA,NA
NCT05312021,NA,NA
NCT03150693,NA,NA
NCT03933397,NA,NA
NCT04053803,NA,NA
NCT04546711,NA,NA
NCT05393999,NA,NA
NCT05183633,NA,NA
NCT04274686,NA,NA
NCT04487262,NA,NA
NCT04969861,NA,NA
NCT04987762,NA,NA
NCT04242173,NA,NA
NCT04380155,2023-06-03,NOT_YET_RECRUITING
NCT01461915,NA,NA
NCT01640301,NA,NA
NCT02520427,NA,NA
NCT02856581,NA,NA
NCT03222869,2023-10-11,COMPLETED
NCT03370510,NA,NA
NCT04100590,NA,NA
NCT04354727,NA,NA
NCT02582008,NA,NA
NCT04419389,NA,NA
NCT04638309,NA,NA
NCT04745351,NA,NA
NCT04305691,2023-03-28,NOT_YET_RECRUITING
NCT01416714,NA,NA
NCT03154307,NA,NA
NCT03612466,NA,NA
NCT03910907,NA,NA
NCT04230954,NA,NA
NCT04306211,NA,NA
NCT01618357,NA,NA
NCT04408066,NA,NA
NCT05412264,NA,NA
NCT02006251,NA,NA
NCT04482036,NA,NA
NCT04783415,2023-02-28,ACTIVE_NOT_RECRUITING
NCT05211336,2022-12-17,RECRUITING
NCT03504644,2023-01-23,RECRUITING
NCT03175978,NA,NA
NCT04064112,2023-10-25,COMPLETED
NCT04093414,NA,NA
NCT04314856,NA,NA
NCT02601378,NA,NA
NCT04644315,NA,NA
NCT04805268,2022-12-21,COMPLETED
NCT05279859,NA,NA
NCT02450331,2023-02-14,COMPLETED
NCT03637374,NA,NA
NCT03778515,NA,NA
NCT04432350,NA,NA
NCT04773067,NA,NA
NCT05100901,NA,NA
NCT03436875,NA,NA
NCT03693846,NA,NA
NCT03822117,NA,NA
NCT02996266,NA,NA
NCT03790852,NA,NA
NCT03139318,NA,NA
NCT04512066,2023-06-16,COMPLETED
NCT04725812,NA,NA
NCT04826874,2023-01-18,RECRUITING
NCT05097131,NA,NA
NCT05166876,NA,NA
NCT03283150,NA,NA
NCT03450018,2023-08-02,RECRUITING
NCT05259514,NA,NA
NCT03148496,NA,NA
NCT03747627,2022-12-06,RECRUITING
NCT04266873,NA,NA
NCT04278755,NA,NA
NCT05013385,NA,NA
NCT01770756,NA,NA
NCT02767856,NA,NA
NCT04217109,2023-07-13,COMPLETED
NCT04368130,NA,NA
NCT03891602,NA,NA
NCT03963960,NA,NA
NCT05434936,NA,NA
NCT01624285,2023-12-08,COMPLETED
NCT02777762,NA,NA
NCT04205240,NA,NA
NCT02203773,NA,NA
NCT03435640,NA,NA
NCT04556383,NA,NA
NCT04861441,NA,NA
NCT04950504,NA,NA
NCT05182216,NA,NA
NCT04390503,NA,NA
NCT03549351,NA,NA
NCT04319094,2023-10-15,COMPLETED
NCT04360551,NA,NA
NCT02335944,NA,NA
NCT03059355,NA,NA
NCT03649321,NA,NA
NCT03710564,NA,NA
NCT04747275,NA,NA
NCT02963090,NA,NA
NCT03119064,NA,NA
NCT04783389,NA,NA
NCT05191004,NA,NA
NCT05191017,NA,NA
NCT00251433,NA,NA
NCT04588389,NA,NA
NCT04770155,NA,NA
NCT02994784,NA,NA
NCT03262701,NA,NA
NCT03490838,NA,NA
NCT04110353,NA,NA
NCT04356690,NA,NA
NCT04828161,NA,NA
NCT04515953,NA,NA
NCT02859064,NA,NA
NCT03125928,2023-03-10,ACTIVE_NOT_RECRUITING
NCT03514875,NA,NA
NCT03573544,NA,NA
NCT03695250,NA,NA
NCT04295720,NA,NA
NCT04399044,NA,NA
NCT03338920,NA,NA
NCT04303559,NA,NA
NCT04303572,NA,NA
NCT04342689,NA,NA
NCT04639258,NA,NA
NCT04685499,NA,NA
NCT04895410,NA,NA
NCT05274048,2023-07-10,RECRUITING
NCT00119366,NA,NA
NCT02462421,NA,NA
NCT03022656,NA,NA
NCT03365804,NA,NA
NCT04033159,NA,NA
NCT04574167,2023-05-19,RECRUITING
NCT04703855,NA,NA
NCT04845685,NA,NA
NCT05029284,2023-03-31,ACTIVE_NOT_RECRUITING
NCT05242315,2023-02-03,RECRUITING
NCT01794338,NA,NA
NCT03805698,NA,NA
NCT04040075,NA,NA
NCT04272242,NA,NA
NCT04905888,NA,NA
NCT03389685,NA,NA
NCT03690154,NA,NA
NCT03860207,NA,NA
NCT03887533,NA,NA
NCT03953261,NA,NA
NCT04750239,NA,NA
NCT04826133,NA,NA
NCT04442581,NA,NA
NCT03959592,NA,NA
NCT04081389,2023-03-15,ACTIVE_NOT_RECRUITING
NCT02396810,NA,NA
NCT03918603,NA,NA
NCT05463393,NA,NA
NCT03233828,NA,NA
NCT03536559,NA,NA
NCT03745898,NA,NA
NCT04134208,NA,NA
NCT04733495,2023-01-05,ACTIVE_NOT_RECRUITING
NCT04781374,NA,NA
NCT05010850,2022-12-05,RECRUITING
NCT01511614,2023-07-27,COMPLETED
NCT02626377,NA,NA
NCT04232228,NA,NA
NCT04440891,NA,NA
NCT04493619,NA,NA
NCT04556617,NA,NA
NCT04581733,NA,NA
NCT05063734,NA,NA
NCT05117398,2023-05-22,NOT_YET_RECRUITING
NCT02656303,NA,NA
NCT03207256,NA,NA
NCT03828448,NA,NA
NCT03932383,NA,NA
NCT04093739,NA,NA
NCT04172532,2022-12-10,RECRUITING
NCT04336163,NA,NA
NCT05387642,NA,NA
NCT00521209,2023-08-04,COMPLETED
NCT03523429,NA,NA
NCT04039529,NA,NA
NCT04267822,NA,NA
NCT04331002,NA,NA
NCT02300922,NA,NA
NCT02932475,NA,NA
NCT04579068,NA,NA
NCT05314075,2023-04-03,RECRUITING
NCT05323630,2023-05-02,RECRUITING
NCT02660476,NA,NA
NCT03976076,NA,NA
NCT03064854,NA,NA
NCT04644276,NA,NA
NCT03722108,NA,NA
NCT03992131,NA,NA
NCT04425629,NA,NA
NCT04513548,NA,NA
NCT04707703,NA,NA
NCT04992273,NA,NA
NCT05074433,NA,NA
NCT04674748,NA,NA
NCT04707157,NA,NA
NCT03301896,NA,NA
NCT03515629,NA,NA
NCT04026568,NA,NA
NCT04069936,NA,NA
NCT04216693,NA,NA
NCT04420624,NA,NA
NCT04881448,NA,NA
NCT05137795,NA,NA
NCT05482828,NA,NA
NCT01897454,NA,NA
NCT03570801,NA,NA
NCT04060342,NA,NA
NCT03213418,NA,NA
NCT03876028,NA,NA
NCT04171700,NA,NA
NCT04667364,NA,NA
NCT03198988,NA,NA
NCT03951792,2023-07-18,RECRUITING
NCT04147468,NA,NA
NCT05112874,NA,NA
NCT02971683,2023-10-26,COMPLETED
NCT03783715,NA,NA
NCT04640194,NA,NA
NCT05205785,2023-02-07,RECRUITING
NCT03511976,2023-09-06,RECRUITING
NCT04339543,NA,NA
NCT04672564,NA,NA
NCT04895553,NA,NA
NCT04518137,NA,NA
NCT04780061,NA,NA
NCT05048381,NA,NA
NCT05079126,NA,NA
NCT04619602,NA,NA
NCT04993365,2023-10-07,COMPLETED
NCT05031338,NA,NA
NCT05156632,NA,NA
NCT05254236,NA,NA
NCT05458778,2023-03-28,RECRUITING
NCT04178642,NA,NA
NCT05129423,NA,NA
NCT03099265,NA,NA
NCT03318952,NA,NA
NCT03760484,NA,NA
NCT03835481,NA,NA
NCT03854227,NA,NA
NCT04964297,2022-12-05,RECRUITING
NCT05444153,NA,NA
NCT03532425,NA,NA
NCT04167618,NA,NA
NCT04679324,NA,NA
NCT05238753,NA,NA
NCT05349019,NA,NA
NCT04224688,NA,NA
NCT04677179,NA,NA
NCT04781166,NA,NA
NCT04815473,NA,NA
NCT05120765,NA,NA
NCT03075176,NA,NA
NCT03120325,NA,NA
NCT03450707,NA,NA
NCT03660553,NA,NA
NCT03966885,NA,NA
NCT03970330,NA,NA
NCT04108481,NA,NA
NCT05508893,NA,NA
NCT03379051,NA,NA
NCT04277962,NA,NA
NCT04804722,2023-07-05,COMPLETED
NCT05080296,NA,NA
NCT03735316,NA,NA
NCT04465916,NA,NA
NCT04798027,NA,NA
NCT03410420,NA,NA
NCT04064346,NA,NA
NCT05101668,NA,NA
NCT05434091,NA,NA
NCT03417401,NA,NA
NCT04305236,NA,NA
NCT04638400,NA,NA
NCT05124405,NA,NA
NCT00858793,NA,NA
NCT03130439,NA,NA
NCT03316573,NA,NA
NCT04922307,2023-10-01,ACTIVE_NOT_RECRUITING
NCT05208866,NA,NA
NCT04880577,NA,NA
NCT04155580,NA,NA
NCT04247594,NA,NA
NCT04346615,NA,NA
NCT03102866,2023-12-13,COMPLETED
NCT03412630,NA,NA
NCT04756505,NA,NA
NCT04959266,NA,NA
NCT05081518,NA,NA
NCT05363644,2023-02-08,RECRUITING
NCT02916966,2023-09-05,RECRUITING
NCT03694483,NA,NA
NCT03823131,NA,NA
NCT03896230,NA,NA
NCT03626545,NA,NA
NCT04891757,2023-06-25,ACTIVE_NOT_RECRUITING
NCT04099888,NA,NA
NCT04778085,NA,NA
NCT02778529,NA,NA
NCT04065139,NA,NA
NCT04398316,NA,NA
NCT04505878,NA,NA
NCT03018704,NA,NA
NCT03062449,NA,NA
NCT03138889,NA,NA
NCT04290988,NA,NA
NCT04411472,NA,NA
NCT04933617,2023-04-01,RECRUITING
NCT05061771,NA,NA
NCT03921073,NA,NA
NCT04088864,NA,NA
NCT04245449,NA,NA
NCT04609592,2023-07-14,RECRUITING
NCT04783727,NA,NA
NCT04848220,NA,NA
NCT05276830,NA,NA
NCT02823327,NA,NA
NCT03534193,NA,NA
NCT03982342,NA,NA
NCT04915950,NA,NA
NCT04799275,2023-04-04,RECRUITING
NCT04842292,NA,NA
NCT04854434,NA,NA
NCT03629613,NA,NA
NCT04160468,NA,NA
NCT04530448,NA,NA
NCT05026502,NA,NA
NCT05253755,NA,NA
NCT03251989,NA,NA
NCT05146739,2023-06-27,RECRUITING
NCT02802176,NA,NA
NCT03943446,NA,NA
NCT04791514,NA,NA
NCT01994174,NA,NA
NCT02382406,NA,NA
NCT03658629,NA,NA
NCT04410523,NA,NA
NCT04737109,NA,NA
NCT04739683,NA,NA
NCT04781088,2022-12-13,RECRUITING
NCT05094934,NA,NA
NCT04425655,NA,NA
NCT04697056,NA,NA
NCT04697069,NA,NA
NCT04816006,2023-05-03,NOT_YET_RECRUITING
NCT05204667,2023-10-20,RECRUITING
NCT05491603,NA,NA
NCT02608268,NA,NA
NCT02772081,NA,NA
NCT03617172,NA,NA
NCT03918460,2023-04-11,RECRUITING
NCT05139615,NA,NA
NCT05327023,2023-07-03,RECRUITING
NCT03710291,NA,NA
NCT04258969,NA,NA
NCT04483921,2023-05-05,RECRUITING
NCT04795141,NA,NA
NCT04946318,NA,NA
NCT03122106,NA,NA
NCT03967288,NA,NA
NCT04190446,2022-12-30,ACTIVE_NOT_RECRUITING
NCT01784601,NA,NA
NCT03845894,NA,NA
NCT04398667,NA,NA
NCT04322734,2023-10-23,NOT_YET_RECRUITING
NCT02055963,NA,NA
NCT04307992,NA,NA
NCT04584684,NA,NA
NCT04912115,NA,NA
NCT05062720,NA,NA
NCT05559164,2023-02-21,RECRUITING
NCT05561257,2023-11-15,RECRUITING
NCT02778685,2023-03-14,RECRUITING
NCT03922724,2023-12-20,RECRUITING
NCT03215849,2023-04-06,ENROLLING_BY_INVITATION
NCT03985878,NA,NA
NCT01678547,NA,NA
NCT03156686,NA,NA
NCT03353792,NA,NA
NCT03563222,NA,NA
NCT04209465,NA,NA
NCT04313296,NA,NA
NCT04541225,NA,NA
NCT04662073,NA,NA
NCT04692155,NA,NA
NCT04807387,NA,NA
NCT05215106,2023-06-02,RECRUITING
NCT05128682,NA,NA
NCT04328285,NA,NA
NCT04342611,2022-12-20,NOT_YET_RECRUITING
NCT04532749,NA,NA
NCT04922112,NA,NA
NCT05111041,2022-12-09,ENROLLING_BY_INVITATION
NCT05186077,NA,NA
NCT05234632,NA,NA
NCT03277482,NA,NA
NCT03318861,NA,NA
NCT04066894,NA,NA
NCT04936061,NA,NA
NCT05011513,NA,NA
NCT05111561,2023-03-17,RECRUITING
NCT03970200,NA,NA
NCT04567251,2023-04-20,RECRUITING
NCT04757688,NA,NA
NCT04882696,NA,NA
NCT03641287,NA,NA
NCT03907488,2022-12-02,ACTIVE_NOT_RECRUITING
NCT04109287,NA,NA
NCT04378426,NA,NA
NCT03627234,NA,NA
NCT04203056,NA,NA
NCT05008835,NA,NA
NCT03229876,NA,NA
NCT04401150,2023-04-20,COMPLETED
NCT04552418,2023-02-10,COMPLETED
NCT05352425,NA,NA
NCT04278534,NA,NA
NCT04642638,NA,NA
NCT04687774,NA,NA
NCT04802837,NA,NA
NCT04894994,NA,NA
NCT03714815,NA,NA
NCT04216134,2023-06-14,COMPLETED
NCT04634825,NA,NA
NCT05080946,2023-04-05,RECRUITING
NCT02855268,NA,NA
NCT04614467,NA,NA
NCT04843137,NA,NA
NCT05066165,NA,NA
NCT03247413,NA,NA
NCT03801031,NA,NA
NCT04687917,2023-05-01,ACTIVE_NOT_RECRUITING
NCT02922816,NA,NA
NCT04839965,NA,NA
NCT05027815,NA,NA
NCT05329623,2023-10-20,RECRUITING
NCT05388617,NA,NA
NCT05415917,2022-12-31,RECRUITING
NCT04564196,NA,NA
NCT04624672,NA,NA
NCT05312697,NA,NA
NCT02502006,NA,NA
NCT03410927,NA,NA
NCT03593915,NA,NA
NCT05259397,NA,NA
NCT03663166,NA,NA
NCT04504331,NA,NA
NCT04788459,NA,NA
NCT05126966,NA,NA
NCT05128773,NA,NA
NCT03466476,2023-10-09,ACTIVE_NOT_RECRUITING
NCT03638128,NA,NA
NCT03935594,NA,NA
NCT04389918,2023-02-24,ACTIVE_NOT_RECRUITING
NCT04836533,NA,NA
NCT02536300,NA,NA
NCT03128775,NA,NA
NCT04684511,NA,NA
NCT05135546,NA,NA
NCT02958917,NA,NA
NCT04152837,NA,NA
NCT04461210,NA,NA
NCT04639011,NA,NA
NCT04849884,2023-01-04,RECRUITING
NCT05030350,NA,NA
NCT03029351,NA,NA
NCT03743428,NA,NA
NCT03939065,NA,NA
NCT03955432,NA,NA
NCT04118491,NA,NA
NCT04120987,NA,NA
NCT04311866,NA,NA
NCT04377659,NA,NA
NCT04544709,NA,NA
NCT01347645,NA,NA
NCT01787409,2023-01-16,ACTIVE_NOT_RECRUITING
NCT03115567,NA,NA
NCT04274517,NA,NA
NCT04518319,NA,NA
NCT04941703,NA,NA
NCT05018247,NA,NA
NCT05371002,NA,NA
NCT05603624,NA,NA
NCT01996605,NA,NA
NCT02100956,NA,NA
NCT02661035,2023-04-18,ACTIVE_NOT_RECRUITING
NCT03509584,NA,NA
NCT03549000,NA,NA
NCT03560349,NA,NA
NCT04009044,2023-01-26,RECRUITING
NCT04316169,NA,NA
NCT04588688,NA,NA
NCT04607317,NA,NA
NCT05027178,NA,NA
NCT05030909,2023-12-04,NOT_YET_RECRUITING
NCT05075382,NA,NA
NCT02396277,NA,NA
NCT03301415,NA,NA
NCT04630730,2023-08-17,ACTIVE_NOT_RECRUITING
NCT04909346,NA,NA
NCT05176717,NA,NA
NCT05295927,NA,NA
NCT03822962,NA,NA
NCT03931746,NA,NA
NCT04225234,NA,NA
NCT04241588,NA,NA
NCT04275154,NA,NA
NCT04276090,NA,NA
NCT04357353,NA,NA
NCT04533750,2023-03-15,RECRUITING
NCT04639947,NA,NA
NCT04782609,NA,NA
NCT05237167,NA,NA
NCT04645160,2023-08-25,RECRUITING
NCT03711929,NA,NA
NCT03945032,NA,NA
NCT04712019,NA,NA
NCT04800627,NA,NA
NCT05357222,2023-11-08,RECRUITING
NCT04570956,2023-01-20,RECRUITING
NCT01931709,NA,NA
NCT02763384,NA,NA
NCT03631641,NA,NA
NCT03785327,NA,NA
NCT04051866,NA,NA
NCT04795908,2023-08-22,COMPLETED
NCT04807075,NA,NA
NCT05055258,NA,NA
NCT03482310,2023-10-24,COMPLETED
NCT03662711,NA,NA
NCT03834818,NA,NA
NCT03954990,NA,NA
NCT04582669,NA,NA
NCT04682366,NA,NA
NCT05024552,2023-04-12,RECRUITING
NCT05085964,NA,NA
NCT03729115,2023-02-15,RECRUITING
NCT03729245,NA,NA
NCT03995212,NA,NA
NCT04044872,2023-05-23,ACTIVE_NOT_RECRUITING
NCT03724084,NA,NA
NCT04054115,NA,NA
NCT04410445,NA,NA
NCT04733677,NA,NA
NCT05138471,2023-01-17,RECRUITING
NCT05158296,NA,NA
NCT05618561,NA,NA
NCT04046107,NA,NA
NCT04271501,NA,NA
NCT04762160,NA,NA
NCT04784390,NA,NA
NCT04988308,NA,NA
NCT05081882,2023-01-17,RECRUITING
NCT04505813,NA,NA
NCT04578015,NA,NA
NCT04585243,NA,NA
NCT04591977,NA,NA
NCT05182320,NA,NA
NCT02979093,NA,NA
NCT04258683,NA,NA
NCT04822298,NA,NA
NCT04899921,NA,NA
NCT04663568,NA,NA
NCT00745134,NA,NA
NCT02740699,NA,NA
NCT03626701,NA,NA
NCT05494619,NA,NA
NCT03972709,2023-03-08,COMPLETED
NCT03975231,2023-01-19,RECRUITING
NCT04607148,2023-03-08,COMPLETED
NCT04670874,2023-06-28,NOT_YET_RECRUITING
NCT05139056,2023-02-09,RECRUITING
NCT04184882,NA,NA
NCT04657289,2022-12-20,RECRUITING
NCT01811394,2023-11-29,ACTIVE_NOT_RECRUITING
NCT03876808,NA,NA
NCT04343235,NA,NA
NCT04648696,NA,NA
NCT04811937,NA,NA
NCT04966546,2023-05-24,ACTIVE_NOT_RECRUITING
NCT04984278,NA,NA
NCT05079451,NA,NA
